0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0021165693729816217,0.022567330938965895,0.020577497614098682,0.08260000205434091,0.00019239223649312873,0.0604872209800502,0.004062358277024189,0.0,0.03140294653282165,0.0002626936545365341,0.17593270031322675,0.024307581433126724,1.0148888617696484e-05,0.00045228344672106703,0.04091577933739643,0.00021111177243072097,0.03836659649046216,0.01105865201162771,0.3450001198809785,0.0028813297308471833,0.0024532551918916984,0.008511784643122041,0.0008853924910658998,0.11657619668107656,0.00816805602609627
0.003226765345256168,0.01711108818470033,0.02443529171171772,0.09102191545867509,0.00018410421918496587,0.06145062517050794,0.005405751882518685,0.0,0.03134583284381368,0.0025469459170718734,0.1836045365300131,0.03633228203396055,4.1386861409264435e-05,0.0003150284455237192,0.043944997359232275,0.00017279017918630873,0.04685650768702175,0.010864128984725737,0.30359976136693084,0.001442114984785855,0.00045194228241409313,0.012633299201096102,0.0002471885949262755,0.1180690920120365,0.004696622743290934
0.003763719444381521,0.030689909944124343,0.02640359164942402,0.0777695624628326,0.002417340557869987,0.04260047774449999,0.0050554549037914445,0.0,0.030562058430715397,0.0022699964777531346,0.2228771448113644,0.04817243232347986,0.003352782839616745,0.0003740997559031639,0.03602892158778185,0.00026331934849181356,0.03729517700679167,0.014444118991666473,0.26148109139907905,0.0019140643035582506,0.0004376654524607826,0.022974103869957494,0.0001669469977878404,0.12647275556203375,0.002213264134634536
0.004210939095956126,0.032928314945333194,0.030525076913244933,0.0731370011708438,0.001978454374168918,0.043290716013084284,0.005020986367186372,0.0,0.032703570661084334,0.0017671259302713823,0.21575114924807964,0.05132634782920057,0.003135018906019163,0.00030595935970463437,0.03470838972505224,0.00038256691840130236,0.03404662991045963,0.014101626234552082,0.26111884239625494,0.001477259564923381,0.0003793570162704374,0.019430114359651654,0.00015928141740446027,0.13249926861292866,0.005616003029923821
0.004394970888978975,0.02685032712619393,0.032815312490254905,0.09028105827358528,0.0014420933198697557,0.03811281958149901,0.005282237304926193,0.0,0.02853736234461847,0.001861194152078706,0.22919305210007473,0.053726572569395864,0.0029288115985482374,0.0002962331009745436,0.03545876306009628,0.00026345335493751837,0.03078452568690112,0.015774089139783724,0.2475344938239309,0.0022077641467441573,0.0003772936565978846,0.019931773187854867,0.0005344834678096926,0.12577170297395868,0.005639612650386549
0.00503360301726532,0.028144276743292795,0.04100689478081703,0.08598130487886606,0.0007345066377721591,0.039037095842810184,0.004784252698854616,0.0,0.03164765420156021,0.0014757382650846048,0.21939260937629693,0.05055380679333439,0.004723144370952426,0.00039541279190080333,0.03894292377555504,0.00017616025301288676,0.029854818376852513,0.016979965052635243,0.250478039286848,0.002457546050318374,0.0002736846199663559,0.02222877784524356,0.0010226003568481342,0.11831701763257564,0.006358166351336742
0.004143963836511011,0.029435814341422,0.039486459561741044,0.08255281722364084,0.0006842162394268385,0.03715267698225694,0.004266125245122156,0.0,0.03461471215322276,0.0017835863596251697,0.21653210001220774,0.049545826851297,0.00478104089707219,0.00044191997053640275,0.04230039032332325,0.00017148102629810385,0.030115841969649695,0.016027661894212245,0.25120380096115696,0.002194614097504835,0.00020611375205636362,0.022761991950818183,0.0010088431404590402,0.12219854784154031,0.00638945336889896
0.004702428953286728,0.029736706278253006,0.03668202278254388,0.08349472335483926,0.000965427403297768,0.03673233513419445,0.004613801701091351,0.0,0.036495806383326265,0.0015575247891833545,0.22147688203555344,0.04803962228283216,0.004035053999864463,0.0007219617658958644,0.03908334438057738,0.00014238765164376285,0.029802128695544182,0.019958112408081104,0.24867857664675144,0.002328957407164663,0.00024175488694689072,0.030015101904243457,0.0009610449284414215,0.1141003402181638,0.005433954008279802
0.004813323900122294,0.030365298981870483,0.035821320878553546,0.08161335430837982,0.0008032958995242787,0.036836785996301184,0.004440910641783652,0.0,0.03625258749170822,0.0013907951717591796,0.23444331912074393,0.04634288324786659,0.00409879893161159,0.0006562712450594632,0.03772427269346376,0.00013622028774398786,0.029396244393196786,0.019925821208585243,0.2402474580803311,0.0023514757205358714,0.0001940296269441838,0.033776930236702855,0.0006235851458681638,0.11305987291048535,0.004685143880858299
0.004405846532716582,0.03550201568643636,0.04165718304956041,0.07799148663032268,0.0006168724460004661,0.03982376694474821,0.004504753919571856,0.0,0.03967312545353577,0.0024013404629608433,0.22667753782442476,0.052580101619471645,0.004431848680196978,0.00045391478480745614,0.03636127443049098,0.00019480388345268306,0.029538890887314873,0.01927638880615,0.23139124306551542,0.0017545736491075044,0.000272931682439874,0.034351334155829145,0.00027383358229344146,0.11004019087003603,0.005824740952616081
