kraj_code,kraj,obvod_code,obvod,town_code,town,number_of_potential_voters
1,Bratislavský kraj,101,Volebný obvod č. 1,528595,Bratislava - Staré Mesto,41433
1,Bratislavský kraj,102,Volebný obvod č. 2,529320,Bratislava - Ružinov,70536
1,Bratislavský kraj,103,Volebný obvod č. 3,529338,Bratislava - Vrakuňa,17417
1,Bratislavský kraj,104,Volebný obvod č. 4,529311,Bratislava - Podunajské Biskupice,19586
1,Bratislavský kraj,105,Volebný obvod č. 5,529346,Bratislava - Nové Mesto,38429
1,Bratislavský kraj,106,Volebný obvod č. 6,529354,Bratislava - Rača,21896
1,Bratislavský kraj,106,Volebný obvod č. 6,529362,Bratislava - Vajnory,4881
1,Bratislavský kraj,107,Volebný obvod č. 7,529397,Bratislava - Karlova Ves,30572
1,Bratislavský kraj,108,Volebný obvod č. 8,529401,Bratislava - Devín,1541
1,Bratislavský kraj,108,Volebný obvod č. 8,529371,Bratislava - Devínska Nová Ves,14284
1,Bratislavský kraj,109,Volebný obvod č. 9,529389,Bratislava - Dúbravka,31037
1,Bratislavský kraj,110,Volebný obvod č. 10,529419,Bratislava - Lamač,6530
1,Bratislavský kraj,110,Volebný obvod č. 10,529427,Bratislava - Záhorská Bystrica,5155
1,Bratislavský kraj,111,Volebný obvod č. 11,529435,Bratislava - Čunovo,1259
1,Bratislavský kraj,111,Volebný obvod č. 11,529443,Bratislava - Jarovce,2149
1,Bratislavský kraj,111,Volebný obvod č. 11,529460,Bratislava - Petržalka,97822
1,Bratislavský kraj,111,Volebný obvod č. 11,529494,Bratislava - Rusovce,3456
1,Bratislavský kraj,112,Volebný obvod č. 12,508063,Malacky,15592
1,Bratislavský kraj,112,Volebný obvod č. 12,504874,Studienka,1426
1,Bratislavský kraj,112,Volebný obvod č. 12,500267,Záhorie (vojenský obvod),124
1,Bratislavský kraj,112,Volebný obvod č. 12,504980,Závod,2387
1,Bratislavský kraj,113,Volebný obvod č. 13,507890,Gajary,2673
1,Bratislavský kraj,113,Volebný obvod č. 13,508012,Kostolište,1657
1,Bratislavský kraj,113,Volebný obvod č. 13,504556,Malé Leváre,1377
1,Bratislavský kraj,113,Volebný obvod č. 13,508241,Suchohrad,575
1,Bratislavský kraj,113,Volebný obvod č. 13,504947,Veľké Leváre,3074
1,Bratislavský kraj,113,Volebný obvod č. 13,508365,Záhorská Ves,1500
1,Bratislavský kraj,114,Volebný obvod č. 14,507962,Jakubov,1405
1,Bratislavský kraj,114,Volebný obvod č. 14,508039,Láb,1613
1,Bratislavský kraj,114,Volebný obvod č. 14,508195,Plavecký Štvrtok,2097
1,Bratislavský kraj,114,Volebný obvod č. 14,508349,Vysoká pri Morave,1896
1,Bratislavský kraj,114,Volebný obvod č. 14,508381,Zohor,2919
1,Bratislavský kraj,115,Volebný obvod č. 15,507954,Jablonové,1113
1,Bratislavský kraj,115,Volebný obvod č. 15,508021,Kuchyňa,1510
1,Bratislavský kraj,115,Volebný obvod č. 15,508055,Lozorno,2600
1,Bratislavský kraj,115,Volebný obvod č. 15,508161,Pernek,743
1,Bratislavský kraj,115,Volebný obvod č. 15,504629,Plavecké Podhradie,635
1,Bratislavský kraj,115,Volebný obvod č. 15,504637,Plavecký Mikuláš,613
1,Bratislavský kraj,115,Volebný obvod č. 15,504769,Rohožník,2923
1,Bratislavský kraj,115,Volebný obvod č. 15,504858,Sološnica,1342
1,Bratislavský kraj,116,Volebný obvod č. 16,507831,Borinka,704
1,Bratislavský kraj,116,Volebný obvod č. 16,508080,Marianka,1793
1,Bratislavský kraj,116,Volebný obvod č. 16,508233,Stupava,9644
1,Bratislavský kraj,117,Volebný obvod č. 17,508179,Pezinok,19868
1,Bratislavský kraj,118,Volebný obvod č. 18,508047,Limbach,1813
1,Bratislavský kraj,118,Volebný obvod č. 18,508225,Slovenský Grob,4166
1,Bratislavský kraj,118,Volebný obvod č. 18,507989,Svätý Jur,4674
1,Bratislavský kraj,118,Volebný obvod č. 18,508306,Viničné,2154
1,Bratislavský kraj,119,Volebný obvod č. 19,508101,Modra,7666
1,Bratislavský kraj,119,Volebný obvod č. 19,508250,Šenkvice,4207
1,Bratislavský kraj,119,Volebný obvod č. 19,508314,Vinosady,1183
1,Bratislavský kraj,120,Volebný obvod č. 20,507806,Báhoň,1489
1,Bratislavský kraj,120,Volebný obvod č. 20,507849,Budmerice,1980
1,Bratislavský kraj,120,Volebný obvod č. 20,507857,Častá,1923
1,Bratislavský kraj,120,Volebný obvod č. 20,507873,Doľany,890
1,Bratislavský kraj,120,Volebný obvod č. 20,507881,Dubová,941
1,Bratislavský kraj,120,Volebný obvod č. 20,555487,Igram,461
1,Bratislavský kraj,120,Volebný obvod č. 20,507946,Jablonec,801
1,Bratislavský kraj,120,Volebný obvod č. 20,555495,Kaplna,720
1,Bratislavský kraj,120,Volebný obvod č. 20,508187,Píla,285
1,Bratislavský kraj,120,Volebný obvod č. 20,508268,Štefanová,312
1,Bratislavský kraj,120,Volebný obvod č. 20,508322,Vištuk,1125
1,Bratislavský kraj,121,Volebný obvod č. 21,508217,Senec,15715
1,Bratislavský kraj,122,Volebný obvod č. 22,507822,Blatné,1388
1,Bratislavský kraj,122,Volebný obvod č. 22,503681,Boldog,435
1,Bratislavský kraj,122,Volebný obvod č. 22,507865,Čataj,952
1,Bratislavský kraj,122,Volebný obvod č. 22,503797,Hrubá Borša,1139
1,Bratislavský kraj,122,Volebný obvod č. 22,503801,Hrubý Šúr,808
1,Bratislavský kraj,122,Volebný obvod č. 22,503819,Hurbanova Ves,484
1,Bratislavský kraj,122,Volebný obvod č. 22,503851,Kostolná pri Dunaji,603
1,Bratislavský kraj,122,Volebný obvod č. 22,503894,Kráľová pri Senci,1754
1,Bratislavský kraj,122,Volebný obvod č. 22,508136,Nová Dedinka,2553
1,Bratislavský kraj,122,Volebný obvod č. 22,582549,Nový Svet,78
1,Bratislavský kraj,122,Volebný obvod č. 22,503983,Reca,1352
1,Bratislavský kraj,122,Volebný obvod č. 22,508284,Tureň,938
1,Bratislavský kraj,122,Volebný obvod č. 22,508292,Veľký Biel,2360
1,Bratislavský kraj,123,Volebný obvod č. 23,507814,Bernolákovo,7116
1,Bratislavský kraj,123,Volebný obvod č. 23,507911,Chorvátsky Grob,5147
1,Bratislavský kraj,123,Volebný obvod č. 23,507938,Ivanka pri Dunaji,5392
1,Bratislavský kraj,123,Volebný obvod č. 23,555509,Zálesie,1719
1,Bratislavský kraj,124,Volebný obvod č. 24,545333,Dunajská Lužná,5768
1,Bratislavský kraj,124,Volebný obvod č. 24,507903,Hamuliakovo,2109
1,Bratislavský kraj,124,Volebný obvod č. 24,507997,Kalinkovo,1204
1,Bratislavský kraj,124,Volebný obvod č. 24,508071,Malinovo,2972
1,Bratislavský kraj,124,Volebný obvod č. 24,508098,Miloslavov,3730
1,Bratislavský kraj,124,Volebný obvod č. 24,508110,Most pri Bratislave,3125
1,Bratislavský kraj,124,Volebný obvod č. 24,508209,Rovinka,4164
1,Bratislavský kraj,124,Volebný obvod č. 24,508276,Tomášov,2255
1,Bratislavský kraj,124,Volebný obvod č. 24,508331,Vlky,371
2,Trnavský kraj,201,Volebný obvod č. 1,501441,Báč,471
2,Trnavský kraj,201,Volebný obvod č. 1,501450,Baka,972
2,Trnavský kraj,201,Volebný obvod č. 1,501468,Baloň,653
2,Trnavský kraj,201,Volebný obvod č. 1,555517,Bellova Ves,274
2,Trnavský kraj,201,Volebný obvod č. 1,501484,Blahová,332
2,Trnavský kraj,201,Volebný obvod č. 1,501492,Blatná na Ostrove,816
2,Trnavský kraj,201,Volebný obvod č. 1,503461,Bodíky,253
2,Trnavský kraj,201,Volebný obvod č. 1,501506,Boheľov,305
2,Trnavský kraj,201,Volebný obvod č. 1,501514,Čakany,493
2,Trnavský kraj,201,Volebný obvod č. 1,580554,Čenkovce,909
2,Trnavský kraj,201,Volebný obvod č. 1,501531,Čiližská Radvaň,995
2,Trnavský kraj,201,Volebný obvod č. 1,501549,Dobrohošť,426
2,Trnavský kraj,201,Volebný obvod č. 1,501557,Dolný Bar,755
2,Trnavský kraj,201,Volebný obvod č. 1,501611,Dolný Štál,1608
2,Trnavský kraj,201,Volebný obvod č. 1,501433,Dunajská Streda,20117
2,Trnavský kraj,201,Volebný obvod č. 1,555541,Dunajský Klátov,665
2,Trnavský kraj,201,Volebný obvod č. 1,501573,Gabčíkovo,4445
2,Trnavský kraj,201,Volebný obvod č. 1,501581,Holice,1738
2,Trnavský kraj,201,Volebný obvod č. 1,501590,Horná Potôň,1814
2,Trnavský kraj,201,Volebný obvod č. 1,555568,Horné Mýto,773
2,Trnavský kraj,201,Volebný obvod č. 1,501603,Horný Bar,1091
2,Trnavský kraj,201,Volebný obvod č. 1,501620,Hubice,533
2,Trnavský kraj,201,Volebný obvod č. 1,501638,Hviezdoslavov,2172
2,Trnavský kraj,201,Volebný obvod č. 1,501654,Jahodná,1412
2,Trnavský kraj,201,Volebný obvod č. 1,501662,Janíky,769
2,Trnavský kraj,201,Volebný obvod č. 1,501671,Jurová,421
2,Trnavský kraj,201,Volebný obvod č. 1,501689,Kľúčovec,308
2,Trnavský kraj,201,Volebný obvod č. 1,501697,Kostolné Kračany,1229
2,Trnavský kraj,201,Volebný obvod č. 1,501701,Kráľovičove Kračany,946
2,Trnavský kraj,201,Volebný obvod č. 1,501719,Kútniky,1273
2,Trnavský kraj,201,Volebný obvod č. 1,501727,Kvetoslavov,1430
2,Trnavský kraj,201,Volebný obvod č. 1,580597,Kyselica,197
2,Trnavský kraj,201,Volebný obvod č. 1,501735,Lehnice,2510
2,Trnavský kraj,201,Volebný obvod č. 1,501743,Lúč na Ostrove,616
2,Trnavský kraj,201,Volebný obvod č. 1,555606,Macov,378
2,Trnavský kraj,201,Volebný obvod č. 1,555649,Mad,479
2,Trnavský kraj,201,Volebný obvod č. 1,555665,Malé Dvorníky,987
2,Trnavský kraj,201,Volebný obvod č. 1,501760,Medveďov,463
2,Trnavský kraj,201,Volebný obvod č. 1,501778,Mierovo,361
2,Trnavský kraj,201,Volebný obvod č. 1,501786,Michal na Ostrove,879
2,Trnavský kraj,201,Volebný obvod č. 1,501930,Ňárad,559
2,Trnavský kraj,201,Volebný obvod č. 1,501808,Nový Život,1875
2,Trnavský kraj,201,Volebný obvod č. 1,501816,Ohrady,1158
2,Trnavský kraj,201,Volebný obvod č. 1,501824,Okoč,3136
2,Trnavský kraj,201,Volebný obvod č. 1,501832,Oľdza,471
2,Trnavský kraj,201,Volebný obvod č. 1,501859,Orechová Potôň,1434
2,Trnavský kraj,201,Volebný obvod č. 1,501867,Padáň,735
2,Trnavský kraj,201,Volebný obvod č. 1,501883,Pataš,633
2,Trnavský kraj,201,Volebný obvod č. 1,582522,Potônske Lúky,239
2,Trnavský kraj,201,Volebný obvod č. 1,555720,Povoda,803
2,Trnavský kraj,201,Volebný obvod č. 1,501891,Rohovce,886
2,Trnavský kraj,201,Volebný obvod č. 1,501875,Sap,446
2,Trnavský kraj,201,Volebný obvod č. 1,501905,Šamorín,11106
2,Trnavský kraj,201,Volebný obvod č. 1,501913,Štvrtok na Ostrove,1443
2,Trnavský kraj,201,Volebný obvod č. 1,501921,Topoľníky,2678
2,Trnavský kraj,201,Volebný obvod č. 1,555576,Trhová Hradská,1878
2,Trnavský kraj,201,Volebný obvod č. 1,501956,Trnávka,417
2,Trnavský kraj,201,Volebný obvod č. 1,501964,Trstená na Ostrove,500
2,Trnavský kraj,201,Volebný obvod č. 1,501972,Veľká Paka,855
2,Trnavský kraj,201,Volebný obvod č. 1,501981,Veľké Blahovo,1318
2,Trnavský kraj,201,Volebný obvod č. 1,555673,Veľké Dvorníky,1122
2,Trnavský kraj,201,Volebný obvod č. 1,501522,Veľký Meder,7219
2,Trnavský kraj,201,Volebný obvod č. 1,555746,Vieska,363
2,Trnavský kraj,201,Volebný obvod č. 1,501999,Vojka nad Dunajom,365
2,Trnavský kraj,201,Volebný obvod č. 1,502006,Vrakúň,2394
2,Trnavský kraj,201,Volebný obvod č. 1,502014,Vydrany,1526
2,Trnavský kraj,201,Volebný obvod č. 1,502022,Zlaté Klasy,2720
2,Trnavský kraj,202,Volebný obvod č. 2,503673,Abrahám,918
2,Trnavský kraj,202,Volebný obvod č. 2,503690,Čierna Voda,1158
2,Trnavský kraj,202,Volebný obvod č. 2,503703,Čierny Brod,1369
2,Trnavský kraj,202,Volebný obvod č. 2,555789,Dolná Streda,1381
2,Trnavský kraj,202,Volebný obvod č. 2,503746,Dolné Saliby,1733
2,Trnavský kraj,202,Volebný obvod č. 2,503754,Dolný Chotár,282
2,Trnavský kraj,202,Volebný obvod č. 2,503665,Galanta,13954
2,Trnavský kraj,202,Volebný obvod č. 2,503762,Gáň,702
2,Trnavský kraj,202,Volebný obvod č. 2,503771,Horné Saliby,2614
2,Trnavský kraj,202,Volebný obvod č. 2,503789,Hoste,381
2,Trnavský kraj,202,Volebný obvod č. 2,503827,Jánovce,409
2,Trnavský kraj,202,Volebný obvod č. 2,503835,Jelka,3286
2,Trnavský kraj,202,Volebný obvod č. 2,503843,Kajal,1265
2,Trnavský kraj,202,Volebný obvod č. 2,503860,Košúty,1530
2,Trnavský kraj,202,Volebný obvod č. 2,503878,Kráľov Brod,908
2,Trnavský kraj,202,Volebný obvod č. 2,582638,Malá Mača,486
2,Trnavský kraj,202,Volebný obvod č. 2,555754,Matúškovo,1880
2,Trnavský kraj,202,Volebný obvod č. 2,503924,Mostová,1332
2,Trnavský kraj,202,Volebný obvod č. 2,503959,Pata,2679
2,Trnavský kraj,202,Volebný obvod č. 2,503967,Pusté Sady,544
2,Trnavský kraj,202,Volebný obvod č. 2,503975,Pusté Úľany,1455
2,Trnavský kraj,202,Volebný obvod č. 2,504009,Sereď,13098
2,Trnavský kraj,202,Volebný obvod č. 2,504017,Sládkovičovo,4541
2,Trnavský kraj,202,Volebný obvod č. 2,504033,Šalgočka,376
2,Trnavský kraj,202,Volebný obvod č. 2,504041,Šintava,1483
2,Trnavský kraj,202,Volebný obvod č. 2,504050,Šoporňa,3600
2,Trnavský kraj,202,Volebný obvod č. 2,504076,Tomášikovo,1382
2,Trnavský kraj,202,Volebný obvod č. 2,504084,Topoľnica,688
2,Trnavský kraj,202,Volebný obvod č. 2,504106,Trstice,3247
2,Trnavský kraj,202,Volebný obvod č. 2,504114,Váhovce,1782
2,Trnavský kraj,202,Volebný obvod č. 2,504122,Veľká Mača,2139
2,Trnavský kraj,202,Volebný obvod č. 2,504131,Veľké Úľany,3974
2,Trnavský kraj,202,Volebný obvod č. 2,504149,Veľký Grob,1145
2,Trnavský kraj,202,Volebný obvod č. 2,504157,Vinohrady nad Váhom,1379
2,Trnavský kraj,202,Volebný obvod č. 2,504173,Vozokany,944
2,Trnavský kraj,202,Volebný obvod č. 2,504181,Zemianske Sady,714
2,Trnavský kraj,203,Volebný obvod č. 3,506800,Bojničky,1151
2,Trnavský kraj,203,Volebný obvod č. 3,506885,Červeník,1355
2,Trnavský kraj,203,Volebný obvod č. 3,506958,Dolné Otrokovce,317
2,Trnavský kraj,203,Volebný obvod č. 3,506966,Dolné Trhovište,500
2,Trnavský kraj,203,Volebný obvod č. 3,556521,Dolné Zelenice,473
2,Trnavský kraj,203,Volebný obvod č. 3,507024,Dvorníky,1656
2,Trnavský kraj,203,Volebný obvod č. 3,507032,Hlohovec,16917
2,Trnavský kraj,203,Volebný obvod č. 3,507075,Horné Otrokovce,747
2,Trnavský kraj,203,Volebný obvod č. 3,556602,Horné Trhovište,493
2,Trnavský kraj,203,Volebný obvod č. 3,556530,Horné Zelenice,551
2,Trnavský kraj,203,Volebný obvod č. 3,507130,Jalšové,409
2,Trnavský kraj,203,Volebný obvod č. 3,507172,Kľačany,906
2,Trnavský kraj,203,Volebný obvod č. 3,507202,Koplotovce,611
2,Trnavský kraj,203,Volebný obvod č. 3,507253,Leopoldov,3240
2,Trnavský kraj,203,Volebný obvod č. 3,507288,Madunice,1869
2,Trnavský kraj,203,Volebný obvod č. 3,507326,Merašice,349
2,Trnavský kraj,203,Volebný obvod č. 3,507415,Pastuchov,757
2,Trnavský kraj,203,Volebný obvod č. 3,518620,Ratkovce,283
2,Trnavský kraj,203,Volebný obvod č. 3,507521,Sasinkovo,713
2,Trnavský kraj,203,Volebný obvod č. 3,507539,Siladice,581
2,Trnavský kraj,203,Volebný obvod č. 3,556611,Tekolďany,111
2,Trnavský kraj,203,Volebný obvod č. 3,556645,Tepličky,257
2,Trnavský kraj,203,Volebný obvod č. 3,507661,Trakovice,1240
2,Trnavský kraj,203,Volebný obvod č. 3,507792,Žlkovce,523
2,Trnavský kraj,204,Volebný obvod č. 4,581399,Banka,1810
2,Trnavský kraj,204,Volebný obvod č. 4,558354,Bašovce,275
2,Trnavský kraj,204,Volebný obvod č. 4,506834,Borovce,954
2,Trnavský kraj,204,Volebný obvod č. 4,506982,Dolný Lopašov,800
2,Trnavský kraj,204,Volebný obvod č. 4,506991,Drahovce,2153
2,Trnavský kraj,204,Volebný obvod č. 4,507008,Dubovany,857
2,Trnavský kraj,204,Volebný obvod č. 4,558338,Ducové,370
2,Trnavský kraj,204,Volebný obvod č. 4,556581,Hubina,449
2,Trnavský kraj,204,Volebný obvod č. 4,507121,Chtelnica,2135
2,Trnavský kraj,204,Volebný obvod č. 4,507199,Kočín - Lančár,412
2,Trnavský kraj,204,Volebný obvod č. 4,507229,Krakovany,1144
2,Trnavský kraj,204,Volebný obvod č. 4,507342,Moravany nad Váhom,1987
2,Trnavský kraj,204,Volebný obvod č. 4,507369,Nižná,441
2,Trnavský kraj,204,Volebný obvod č. 4,507385,Ostrov,1008
2,Trnavský kraj,204,Volebný obvod č. 4,507431,Pečeňady,462
2,Trnavský kraj,204,Volebný obvod č. 4,507440,Piešťany,23623
2,Trnavský kraj,204,Volebný obvod č. 4,507466,Prašník,670
2,Trnavský kraj,204,Volebný obvod č. 4,507482,Rakovice,496
2,Trnavský kraj,204,Volebný obvod č. 4,507491,Ratnovce,906
2,Trnavský kraj,204,Volebný obvod č. 4,507563,Sokolovce,1140
2,Trnavský kraj,204,Volebný obvod č. 4,558397,Šípkové,253
2,Trnavský kraj,204,Volebný obvod č. 4,556548,Šterusy,392
2,Trnavský kraj,204,Volebný obvod č. 4,507679,Trebatice,1104
2,Trnavský kraj,204,Volebný obvod č. 4,507709,Veľké Kostoľany,2288
2,Trnavský kraj,204,Volebný obvod č. 4,556572,Veľké Orvište,878
2,Trnavský kraj,204,Volebný obvod č. 4,507725,Veselé,991
2,Trnavský kraj,204,Volebný obvod č. 4,507750,Vrbové,4766
2,Trnavský kraj,205,Volebný obvod č. 5,504211,Bílkove Humence,177
2,Trnavský kraj,205,Volebný obvod č. 5,504238,Borský Mikuláš,3222
2,Trnavský kraj,205,Volebný obvod č. 5,504220,Borský Svätý Jur,1307
2,Trnavský kraj,205,Volebný obvod č. 5,504297,Cerová,922
2,Trnavský kraj,205,Volebný obvod č. 5,504319,Čáry,1016
2,Trnavský kraj,205,Volebný obvod č. 5,504327,Častkov,455
2,Trnavský kraj,205,Volebný obvod č. 5,504335,Dojč,1080
2,Trnavský kraj,205,Volebný obvod č. 5,504360,Hlboké,838
2,Trnavský kraj,205,Volebný obvod č. 5,504386,Hradište pod Vrátnom,559
2,Trnavský kraj,205,Volebný obvod č. 5,504416,Jablonica,1849
2,Trnavský kraj,205,Volebný obvod č. 5,504475,Koválov,578
2,Trnavský kraj,205,Volebný obvod č. 5,504491,Kuklov,623
2,Trnavský kraj,205,Volebný obvod č. 5,504513,Kúty,3262
2,Trnavský kraj,205,Volebný obvod č. 5,504521,Lakšárska Nová Ves,889
2,Trnavský kraj,205,Volebný obvod č. 5,504572,Moravský Svätý Ján,1765
2,Trnavský kraj,205,Volebný obvod č. 5,504602,Osuské,489
2,Trnavský kraj,205,Volebný obvod č. 5,504645,Plavecký Peter,507
2,Trnavský kraj,205,Volebný obvod č. 5,504653,Podbranč,516
2,Trnavský kraj,205,Volebný obvod č. 5,504700,Prietrž,614
2,Trnavský kraj,205,Volebný obvod č. 5,504726,Prievaly,764
2,Trnavský kraj,205,Volebný obvod č. 5,556122,Rohov,332
2,Trnavský kraj,205,Volebný obvod č. 5,504777,Rovensko,354
2,Trnavský kraj,205,Volebný obvod č. 5,556131,Rybky,337
2,Trnavský kraj,205,Volebný obvod č. 5,556114,Sekule,1429
2,Trnavský kraj,205,Volebný obvod č. 5,504203,Senica,16721
2,Trnavský kraj,205,Volebný obvod č. 5,504823,Smolinské,741
2,Trnavský kraj,205,Volebný obvod č. 5,504831,Smrdáky,480
2,Trnavský kraj,205,Volebný obvod č. 5,504840,Sobotište,1229
2,Trnavský kraj,205,Volebný obvod č. 5,504882,Šajdíkove Humence,911
2,Trnavský kraj,205,Volebný obvod č. 5,504891,Šaštín - Stráže,4041
2,Trnavský kraj,205,Volebný obvod č. 5,504904,Štefanov,1282
2,Trnavský kraj,206,Volebný obvod č. 6,504271,Brodské,1892
2,Trnavský kraj,206,Volebný obvod č. 6,504343,Dubovce,517
2,Trnavský kraj,206,Volebný obvod č. 6,504351,Gbely,4119
2,Trnavský kraj,206,Volebný obvod č. 6,504378,Holíč,9198
2,Trnavský kraj,206,Volebný obvod č. 6,504394,Chropov,302
2,Trnavský kraj,206,Volebný obvod č. 6,504432,Kátov,507
2,Trnavský kraj,206,Volebný obvod č. 6,504459,Kopčany,2068
2,Trnavský kraj,206,Volebný obvod č. 6,504483,Koválovec,113
2,Trnavský kraj,206,Volebný obvod č. 6,504530,Letničie,411
2,Trnavský kraj,206,Volebný obvod č. 6,504548,Lopašov,250
2,Trnavský kraj,206,Volebný obvod č. 6,504564,Mokrý Háj,567
2,Trnavský kraj,206,Volebný obvod č. 6,504599,Oreské,305
2,Trnavský kraj,206,Volebný obvod č. 6,504611,Petrova Ves,871
2,Trnavský kraj,206,Volebný obvod č. 6,504670,Popudinské Močidľany,784
2,Trnavský kraj,206,Volebný obvod č. 6,504718,Prietržka,430
2,Trnavský kraj,206,Volebný obvod č. 6,504734,Radimov,430
2,Trnavský kraj,206,Volebný obvod č. 6,504742,Radošovce,1453
2,Trnavský kraj,206,Volebný obvod č. 6,504815,Skalica,12744
2,Trnavský kraj,206,Volebný obvod č. 6,504912,Trnovec,238
2,Trnavský kraj,206,Volebný obvod č. 6,504939,Unín,990
2,Trnavský kraj,206,Volebný obvod č. 6,504963,Vrádište,657
2,Trnavský kraj,207,Volebný obvod č. 7,580473,Biely Kostol,1938
2,Trnavský kraj,207,Volebný obvod č. 7,506788,Bíňovce,541
2,Trnavský kraj,207,Volebný obvod č. 7,506796,Bohdanovce nad Trnavou,1182
2,Trnavský kraj,207,Volebný obvod č. 7,506818,Boleráz,1927
2,Trnavský kraj,207,Volebný obvod č. 7,506826,Borová,371
2,Trnavský kraj,207,Volebný obvod č. 7,506842,Brestovany,2063
2,Trnavský kraj,207,Volebný obvod č. 7,506851,Bučany,1943
2,Trnavský kraj,207,Volebný obvod č. 7,506869,Buková,550
2,Trnavský kraj,207,Volebný obvod č. 7,506877,Cífer,3744
2,Trnavský kraj,207,Volebný obvod č. 7,506893,Dechtice,1471
2,Trnavský kraj,207,Volebný obvod č. 7,556599,Dlhá,359
2,Trnavský kraj,207,Volebný obvod č. 7,506915,Dobrá Voda,668
2,Trnavský kraj,207,Volebný obvod č. 7,506923,Dolná Krupá,1964
2,Trnavský kraj,207,Volebný obvod č. 7,506931,Dolné Dubové,601
2,Trnavský kraj,207,Volebný obvod č. 7,556661,Dolné Lovčice,647
2,Trnavský kraj,207,Volebný obvod č. 7,506940,Dolné Orešany,1115
2,Trnavský kraj,207,Volebný obvod č. 7,507041,Horná Krupá,410
2,Trnavský kraj,207,Volebný obvod č. 7,507059,Horné Dubové,301
2,Trnavský kraj,207,Volebný obvod č. 7,507067,Horné Orešany,1589
2,Trnavský kraj,207,Volebný obvod č. 7,581020,Hrnčiarovce nad Parnou,1844
2,Trnavský kraj,207,Volebný obvod č. 7,507156,Jaslovské Bohunice,1856
2,Trnavský kraj,207,Volebný obvod č. 7,507164,Kátlovce,937
2,Trnavský kraj,207,Volebný obvod č. 7,507211,Košolná,679
2,Trnavský kraj,207,Volebný obvod č. 7,556483,Križovany nad Dudváhom,1467
2,Trnavský kraj,207,Volebný obvod č. 7,556688,Lošonec,493
2,Trnavský kraj,207,Volebný obvod č. 7,507296,Majcichov,1760
2,Trnavský kraj,207,Volebný obvod č. 7,507318,Malženice,1202
2,Trnavský kraj,207,Volebný obvod č. 7,507351,Naháč,354
2,Trnavský kraj,207,Volebný obvod č. 7,556491,Opoj,979
2,Trnavský kraj,207,Volebný obvod č. 7,556556,Pavlice,436
2,Trnavský kraj,207,Volebný obvod č. 7,556653,Radošovce,318
2,Trnavský kraj,207,Volebný obvod č. 7,507512,Ružindol,1337
2,Trnavský kraj,207,Volebný obvod č. 7,556564,Slovenská Nová Ves,431
2,Trnavský kraj,207,Volebný obvod č. 7,507555,Smolenice,2649
2,Trnavský kraj,207,Volebný obvod č. 7,507571,Suchá nad Parnou,1803
2,Trnavský kraj,207,Volebný obvod č. 7,556670,Šelpice,741
2,Trnavský kraj,207,Volebný obvod č. 7,507601,Špačince,2619
2,Trnavský kraj,207,Volebný obvod č. 7,507636,Šúrovce,1825
2,Trnavský kraj,207,Volebný obvod č. 7,506745,Trnava,52921
2,Trnavský kraj,207,Volebný obvod č. 7,507687,Trstín,1159
2,Trnavský kraj,207,Volebný obvod č. 7,556513,Vlčkovce,1106
2,Trnavský kraj,207,Volebný obvod č. 7,507741,Voderady,1329
2,Trnavský kraj,207,Volebný obvod č. 7,507768,Zavar,1739
2,Trnavský kraj,207,Volebný obvod č. 7,507776,Zeleneč,2178
2,Trnavský kraj,207,Volebný obvod č. 7,581488,Zvončín,804
3,Trenčiansky kraj,301,Volebný obvod č. 1,542652,Bánovce nad Bebravou,14322
3,Trenčiansky kraj,301,Volebný obvod č. 1,556793,Borčany,214
3,Trenčiansky kraj,301,Volebný obvod č. 1,542741,Brezolupy,405
3,Trenčiansky kraj,301,Volebný obvod č. 1,542776,Cimenná,82
3,Trenčiansky kraj,301,Volebný obvod č. 1,542806,Čierna Lehota,100
3,Trenčiansky kraj,301,Volebný obvod č. 1,542822,Dežerice,831
3,Trenčiansky kraj,301,Volebný obvod č. 1,542849,Dolné Naštice,480
3,Trenčiansky kraj,301,Volebný obvod č. 1,542857,Dubnička,109
3,Trenčiansky kraj,301,Volebný obvod č. 1,542873,Dvorec,399
3,Trenčiansky kraj,301,Volebný obvod č. 1,542890,Haláčovce,273
3,Trenčiansky kraj,301,Volebný obvod č. 1,506028,Horňany,335
3,Trenčiansky kraj,301,Volebný obvod č. 1,542920,Horné Naštice,416
3,Trenčiansky kraj,301,Volebný obvod č. 1,556408,Chudá Lehota,183
3,Trenčiansky kraj,301,Volebný obvod č. 1,543080,Krásna Ves,410
3,Trenčiansky kraj,301,Volebný obvod č. 1,543136,Kšinná,406
3,Trenčiansky kraj,301,Volebný obvod č. 1,556360,Libichava,117
3,Trenčiansky kraj,301,Volebný obvod č. 1,505056,Ľutov,146
3,Trenčiansky kraj,301,Volebný obvod č. 1,505072,Malá Hradná,316
3,Trenčiansky kraj,301,Volebný obvod č. 1,505102,Malé Hoste,349
3,Trenčiansky kraj,301,Volebný obvod č. 1,505153,Miezgovce,239
3,Trenčiansky kraj,301,Volebný obvod č. 1,505200,Nedašovce,359
3,Trenčiansky kraj,301,Volebný obvod č. 1,505277,Omastiná,34
3,Trenčiansky kraj,301,Volebný obvod č. 1,556289,Otrhánky,317
3,Trenčiansky kraj,301,Volebný obvod č. 1,505331,Pečeňany,437
3,Trenčiansky kraj,301,Volebný obvod č. 1,505358,Podlužany,764
