obec_kod;obec;okres_kod;okres;kraj_kod;kraj;vymera;krajina;krajina_kod;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE;latitude;longitude
500836;Velčice;407;Zlaté Moravce;4;Nitriansky;34704747;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Velčice;SK0237500836;48.44381265;18.27954663394059
510165;Veličná;503;Dolný Kubín;5;Žilinský;29302347;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Veličná;SK0313510165;49.23832880000001;19.23366884574853
516465;Veľká Čalomija;610;Veľký Krtíš;6;Banskobystrický;8897440;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Veľká Čalomija;SK032A516465;48.08255075;19.20358641408524
514438;Veľká Čausa;307;Prievidza;3;Trenčiansky;7814272;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Veľká Čausa;SK0227514438;48.77456195000001;18.69262597788197
518077;Veľká Čierna;511;Žilina;5;Žilinský;4816951;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Veľká Čierna;SK031B518077;49.09357105;18.57801501516878
500844;Veľká Dolina;403;Nitra;4;Nitriansky;11686288;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Veľká Dolina;SK0233500844;48.1786515;18.0149543249754
523992;Veľká Franková;703;Kežmarok;7;Prešovský;10589860;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Veľká Franková;SK0413523992;49.3380439;20.2934499
506648;Veľká Hradná;309;Trenčín;3;Trenčiansky;11882942;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Veľká Hradná;SK0229506648;48.7745228;18.12713723502825
522147;Veľká Ida;806;Košice - okolie;8;Košický;31007493;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Veľká Ida;SK0426522147;48.6086313;21.14769960091951
517330;Veľká Lehota;612;Žarnovica;6;Banskobystrický;18357305;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Žarnovica;SK032C;Veľká Lehota;SK032C517330;48.451312;18.55413025741208
527068;Veľká Lesná;710;Stará Ľubovňa;7;Prešovský;24254146;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stará Ľubovňa;SK041A;Veľká Lesná;SK041A527068;49.32427199999999;20.44210160344657
522155;Veľká Lodina;806;Košice - okolie;8;Košický;19716174;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Veľká Lodina;SK0426522155;48.85977905;21.15964298185106
524000;Veľká Lomnica;703;Kežmarok;7;Prešovský;19126208;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Veľká Lomnica;SK0413524000;49.11801375;20.34430920773858
581585;Veľká Lúka;611;Zvolen;6;Banskobystrický;8534858;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Zvolen;SK032B;Veľká Lúka;SK032B581585;48.63027015;19.16852892546389
504122;Veľká Mača;202;Galanta;2;Trnavský;14813453;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Veľká Mača;SK0212504122;48.2439419;17.6931831
511994;Veľká nad Ipľom;606;Lučenec;6;Banskobystrický;24420201;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Veľká nad Ipľom;SK0326511994;48.26613895;19.60268357266163
501972;Veľká Paka;201;Dunajská Streda;2;Trnavský;18355823;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Veľká Paka;SK0211501972;48.0392892;17.4077885
513806;Veľká Tŕňa;811;Trebišov;8;Košický;14114836;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Veľká Tŕňa;SK042B513806;48.47087845;21.68864702899032
512001;Veľká Ves;607;Poltár;6;Banskobystrický;9803153;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Poltár;SK0327;Veľká Ves;SK0327512001;48.383491;19.66265731009734
516473;Veľká Ves nad Ipľom;610;Veľký Krtíš;6;Banskobystrický;9209173;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Veľká Ves nad Ipľom;SK032A516473;48.08874425;19.06977823502687
506656;Veľké Bierovce;309;Trenčín;3;Trenčiansky;4908562;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Veľké Bierovce;SK0229506656;48.8529373;17.9835086
501981;Veľké Blahovo;201;Dunajská Streda;2;Trnavský;18132485;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Veľké Blahovo;SK0211501981;48.01158;17.5784956
511137;Veľké Borové;505;Liptovský Mikuláš;5;Žilinský;10985090;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Veľké Borové;SK0315511137;49.1972652;19.5202603
505692;Veľké Chlievany;301;Bánovce nad Bebravou;3;Trenčiansky;5146123;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Veľké Chlievany;SK0221505692;48.7037841;18.2245087
500518;Veľké Chyndice;403;Nitra;4;Nitriansky;5048947;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Veľké Chyndice;SK0233500518;48.28363065000001;18.28672945529403
512010;Veľké Dravce;606;Lučenec;6;Banskobystrický;9501225;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Veľké Dravce;SK0326512010;48.3430345;19.83249507974732
545651;Veľké Držkovce;301;Bánovce nad Bebravou;3;Trenčiansky;12789521;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Veľké Držkovce;SK0221545651;48.7350507;18.1738234
505676;Veľké Dvorany;406;Topoľčany;4;Nitriansky;7749656;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Veľké Dvorany;SK0236505676;48.5545521;18.0732446
555673;Veľké Dvorníky;201;Dunajská Streda;2;Trnavský;7990590;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Veľké Dvorníky;SK0211555673;48.0000095;17.6527575
505684;Veľké Hoste;301;Bánovce nad Bebravou;3;Trenčiansky;8254531;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Veľké Hoste;SK0221505684;48.6800415;18.1573767
543853;Veľké Kapušany;807;Michalovce;8;Košický;29615058;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Veľké Kapušany;SK0427543853;48.5538814;22.0773719
501387;Veľké Kosihy;401;Komárno;4;Nitriansky;24271201;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Veľké Kosihy;SK0231501387;47.7666667;17.8833333
507709;Veľké Kostoľany;204;Piešťany;2;Trnavský;24386174;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Veľké Kostoľany;SK0214507709;48.51372185;17.70294026879428
581160;Veľké Kozmálovce;402;Levice;4;Nitriansky;5924494;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Veľké Kozmálovce;SK0232581160;48.2677303;18.54285902845994
505706;Veľké Kršteňany;305;Partizánske;3;Trenčiansky;13476170;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Partizánske;SK0225;Veľké Kršteňany;SK0225505706;48.66113110000001;18.43068523313399
504947;Veľké Leváre;106;Malacky;1;Bratislavský;26446918;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Malacky;SK0106;Veľké Leváre;SK0106504947;48.5046369;17.0017297
503631;Veľké Lovce;404;Nové Zámky;4;Nitriansky;25845989;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Veľké Lovce;SK0234503631;48.0666614;18.3333351
502910;Veľké Ludince;402;Levice;4;Nitriansky;31804444;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Veľké Ludince;SK0232502910;47.9639316;18.5028731065355
556572;Veľké Orvište;204;Piešťany;2;Trnavský;3839341;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Veľké Orvište;SK0214556572;48.6184682;17.7921679
543861;Veľké Ozorovce;811;Trebišov;8;Košický;13769820;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Veľké Ozorovce;SK042B543861;48.66659575;21.59740827612327
517348;Veľké Pole;612;Žarnovica;6;Banskobystrický;35619692;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Žarnovica;SK032C;Veľké Pole;SK032C517348;48.5450613;18.53696080880867
543870;Veľké Raškovce;807;Michalovce;8;Košický;11998101;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Veľké Raškovce;SK0427543870;48.54814734999999;21.91198036454968
523232;Veľké Revištia;809;Sobrance;8;Košický;10194302;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Veľké Revištia;SK0429523232;48.7450877;22.0934606
505714;Veľké Ripňany;406;Topoľčany;4;Nitriansky;23682414;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Veľké Ripňany;SK0236505714;48.50524645;17.96199213239775
518085;Veľké Rovné;501;Bytča;5;Žilinský;40604069;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Bytča;SK0311;Veľké Rovné;SK0311518085;49.31924404999999;18.57067203116114
543888;Veľké Slemence;807;Michalovce;8;Košický;9970812;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Veľké Slemence;SK0427543888;48.5088367;22.1424092
558214;Veľké Straciny;610;Veľký Krtíš;6;Banskobystrický;6277019;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Veľké Straciny;SK032A558214;48.1959128;19.39350624575775
515736;Veľké Teriakovce;609;Rimavská Sobota;6;Banskobystrický;22350445;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Veľké Teriakovce;SK0329515736;48.42956934999999;19.96307075340703
543896;Veľké Trakany;811;Trebišov;8;Košický;10500870;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Veľké Trakany;SK042B543896;48.3909885;22.0947784
502928;Veľké Turovce;402;Levice;4;Nitriansky;9191024;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Veľké Turovce;SK0232502928;48.10328735;18.9558551748951
505722;Veľké Uherce;305;Partizánske;3;Trenčiansky;27787533;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Partizánske;SK0225;Veľké Uherce;SK0225505722;48.59139175;18.45342989565217
504131;Veľké Úľany;202;Galanta;2;Trnavský;41855572;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Veľké Úľany;SK0212504131;48.1628869;17.5762098
555932;Veľké Vozokany;407;Zlaté Moravce;4;Nitriansky;9878906;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Veľké Vozokany;SK0237555932;48.3321024;18.41488300149893
500887;Veľké Zálužie;403;Nitra;4;Nitriansky;32103731;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Veľké Zálužie;SK0233500887;48.31448564999999;17.93789462825048
516490;Veľké Zlievce;610;Veľký Krtíš;6;Banskobystrický;16300082;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Veľké Zlievce;SK032A516490;48.19771655;19.46449751805785
527980;Veľkrop;711;Stropkov;7;Prešovský;10441369;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Veľkrop;SK041B527980;49.2351777;21.74775143123336
508292;Veľký Biel;108;Senec;1;Bratislavský;10161015;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Veľký Biel;SK0108508292;48.2131904;17.3603744
515744;Veľký Blh;609;Rimavská Sobota;6;Banskobystrický;33010900;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Veľký Blh;SK0329515744;48.4496887;20.12375440864481
512788;Veľký Čepčín;509;Turčianske Teplice;5;Žilinský;6777901;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Veľký Čepčín;SK0319512788;48.88422435;18.8043072902066
500895;Veľký Cetín;403;Nitra;4;Nitriansky;16865762;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Veľký Cetín;SK0233500895;48.2276169;18.19260240031004
502936;Veľký Ďur;402;Levice;4;Nitriansky;22020363;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Veľký Ďur;SK0232502936;48.2128695;18.43534689848955
543705;Veľký Folkmar;801;Gelnica;8;Košický;23102510;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Gelnica;SK0421;Veľký Folkmar;SK0421543705;48.8403241;21.03091153489305
504149;Veľký Grob;202;Galanta;2;Trnavský;23545424;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Veľký Grob;SK0212504149;48.2513676;17.4941888
543900;Veľký Horeš;811;Trebišov;8;Košický;18235469;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Veľký Horeš;SK042B543900;48.3876089;21.90362174675411
543918;Veľký Kamenec;811;Trebišov;8;Košický;12722810;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Veľký Kamenec;SK042B543918;48.3613167;21.80719688197028
505731;Veľký Klíž;305;Partizánske;3;Trenčiansky;42404963;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Partizánske;SK0225;Veľký Klíž;SK0225505731;48.5333479;18.40480985348604
515850;Veľký Krtíš;610;Veľký Krtíš;6;Banskobystrický;15030519;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Veľký Krtíš;SK032A515850;48.2093428;19.3490365
503380;Veľký Kýr;404;Nové Zámky;4;Nitriansky;23638449;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Veľký Kýr;SK0234503380;48.1843418;18.1556874
555860;Veľký Lapáš;403;Nitra;4;Nitriansky;8157745;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Veľký Lapáš;SK0233555860;48.28687805;18.18520307625801
527076;Veľký Lipník;710;Stará Ľubovňa;7;Prešovský;27513213;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stará Ľubovňa;SK041A;Veľký Lipník;SK041A527076;49.3543418;20.49688032649261
516503;Veľký Lom;610;Veľký Krtíš;6;Banskobystrický;10638730;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Veľký Lom;SK032A516503;48.33939239999999;19.36851665977681
501522;Veľký Meder;201;Dunajská Streda;2;Trnavský;55547780;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Veľký Meder;SK0211501522;47.8557806;17.7693671
525405;Veľký Šariš;707;Prešov;7;Prešovský;25727985;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Veľký Šariš;SK0417525405;49.0406385;21.1972706
524018;Veľký Slavkov;706;Poprad;7;Prešovský;12211631;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Poprad;SK0416;Veľký Slavkov;SK0416524018;49.1002831;20.26359247913616
525391;Veľký Slivník;707;Prešov;7;Prešovský;6086430;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Veľký Slivník;SK0417525391;49.1103973;21.27747027233202
520977;Veľopolie;702;Humenné;7;Prešovský;7857318;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Veľopolie;SK0412520977;48.9993058;21.96727746738794
505749;Velušovce;406;Topoľčany;4;Nitriansky;5810289;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Velušovce;SK0236505749;48.62320945;18.10257084271797
524026;Vernár;706;Poprad;7;Prešovský;52883523;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Poprad;SK0416;Vernár;SK0416524026;48.908316;20.25160463935264
507725;Veselé;204;Piešťany;2;Trnavský;13869823;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Veselé;SK0214507725;48.55727295;17.70784018044508
511145;Veterná Poruba;505;Liptovský Mikuláš;5;Žilinský;4725520;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Veterná Poruba;SK0315511145;49.10812745;19.67792021176414
557307;Vidiná;606;Lučenec;6;Banskobystrický;5488953;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Vidiná;SK0326557307;48.36268925;19.65506567107507
516511;Vieska;610;Veľký Krtíš;6;Banskobystrický;3312232;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Vieska;SK032A516511;48.25692865;19.46572463552538
555746;Vieska;201;Dunajská Streda;2;Trnavský;6691237;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Vieska;SK0211555746;48.0034905;17.528454
515752;Vieska nad Blhom;609;Rimavská Sobota;6;Banskobystrický;4826777;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Vieska nad Blhom;SK0329515752;48.3519024;20.20011453707947
500909;Vieska nad Žitavou;407;Zlaté Moravce;4;Nitriansky;5464988;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Vieska nad Žitavou;SK0237500909;48.315822;18.36403417816727
518921;Vígľaš;604;Detva;6;Banskobystrický;31978160;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Detva;SK0324;Vígľaš;SK0324518921;48.54555645;19.30766391145345
518930;Vígľašská Huta-Kalinka;604;Detva;6;Banskobystrický;16195670;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Detva;SK0324;Vígľašská Huta-Kalinka;SK0324518930;48.4868551;19.2739788494736
524034;Vikartovce;706;Poprad;7;Prešovský;50293787;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Poprad;SK0416;Vikartovce;SK0416524034;48.96260845;20.13797046717868
516520;Vinica;610;Veľký Krtíš;6;Banskobystrický;30757535;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Vinica;SK032A516520;48.1231142;19.12194847814195
543926;Viničky;811;Trebišov;8;Košický;8841746;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Viničky;SK042B543926;48.3996662;21.747595
508306;Viničné;107;Pezinok;1;Bratislavský;9621313;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Pezinok;SK0107;Viničné;SK0107508306;48.271732;17.3039215
523259;Vinné;807;Michalovce;8;Košický;29784207;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Vinné;SK0427523259;48.80914335;21.96844911180362
500917;Vinodol;403;Nitra;4;Nitriansky;14981682;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Vinodol;SK0233500917;48.1898735;18.21824230873181
504157;Vinohrady nad Váhom;202;Galanta;2;Trnavský;10702142;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Vinohrady nad Váhom;SK0212504157;48.307478;17.764783
508314;Vinosady;107;Pezinok;1;Bratislavský;5154602;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Pezinok;SK0107;Vinosady;SK0107508314;48.3105517;17.2926404
555827;Virt;401;Komárno;4;Nitriansky;4678863;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Virt;SK0231555827;47.7537176;18.3215832
527084;Vislanka;710;Stará Ľubovňa;7;Prešovský;4233138;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stará Ľubovňa;SK041A;Vislanka;SK041A527084;49.224344;20.86443436842105
527998;Vislava;711;Stropkov;7;Prešovský;10963665;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Vislava;SK041B527998;49.28218695;21.65993926491003
543934;Višňov;811;Trebišov;8;Košický;4763245;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Višňov;SK042B543934;48.7480454;21.6686216
506672;Višňové;304;Nové Mesto nad Váhom;3;Trenčiansky;5519933;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Višňové;SK0224506672;48.7375603;17.75132509739748
515761;Višňové;608;Revúca;6;Banskobystrický;8274563;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Višňové;SK0328515761;48.53080850000001;20.18785400705222
518093;Višňové;511;Žilina;5;Žilinský;15168579;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Višňové;SK031B518093;49.150857;18.79882151843779
513776;Visolaje;308;Púchov;3;Trenčiansky;9647457;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Púchov;SK0228;Visolaje;SK0228513776;49.07144705;18.3729384135675
508322;Vištuk;107;Pezinok;1;Bratislavský;20036802;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Pezinok;SK0107;Vištuk;SK0107508322;48.3343754;17.397091
510173;Vitanová;510;Tvrdošín;5;Žilinský;45798495;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Tvrdošín;SK031A;Vitanová;SK031A510173;49.27719215;19.78990073102391
525413;Víťaz;707;Prešov;7;Prešovský;19314914;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Víťaz;SK0417525413;48.9696971;20.92755295812876
520985;Víťazovce;702;Humenné;7;Prešovský;5572222;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Humenné;SK0412;Víťazovce;SK0412520985;49.01491795;21.80501069426627
543713;Vítkovce;810;Spišská Nová Ves;8;Košický;5187031;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Spišská Nová Ves;SK042A;Vítkovce;SK042A543713;48.9206318;20.72280805656902
529231;Vlača;713;Vranov nad Topľou;7;Prešovský;4254130;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Vlača;SK041D529231;49.0480184;21.50244444507021
526339;Vlachovo;808;Rožňava;8;Košický;37332204;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Vlachovo;SK0428526339;48.79347815;20.42316073781819
511153;Vlachy;505;Liptovský Mikuláš;5;Žilinský;11222362;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Vlachy;SK0315511153;49.08773345;19.48673088260659
528005;Vladiča;711;Stropkov;7;Prešovský;27055343;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Vladiča;SK041B528005;49.3218113;21.78683884029905
504165;Vlčany;405;Šaľa;4;Nitriansky;39763601;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Šaľa;SK0235;Vlčany;SK0235504165;48.0377641;17.9526505
556513;Vlčkovce;207;Trnava;2;Trnavský;12863278;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Vlčkovce;SK0217556513;48.3056861;17.6655576242561
557293;Vlkanová;601;Banská Bystrica;6;Banskobystrický;7778155;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Vlkanová;SK0321557293;48.67546905;19.16681587053974
556025;Vlkas;404;Nové Zámky;4;Nitriansky;6697925;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Vlkas;SK0234556025;48.1274473;18.2747305
524042;Vlková;703;Kežmarok;7;Prešovský;11814936;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Vlková;SK0413524042;49.05719985;20.43700999403853
524051;Vlkovce;703;Kežmarok;7;Prešovský;3839570;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Vlkovce;SK0413524051;49.052267;20.50221798614968
508331;Vlky;108;Senec;1;Bratislavský;3622181;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Vlky;SK0108508331;48.1581246;17.3654449
515779;Vlkyňa;609;Rimavská Sobota;6;Banskobystrický;11711152;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Vlkyňa;SK0329515779;48.28107115;20.29680636121456
507741;Voderady;207;Trnava;2;Trnavský;14150937;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Voderady;SK0217507741;48.2822113;17.56736600462301
543942;Vojany;807;Michalovce;8;Košický;10936829;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Vojany;SK0427543942;48.5696123;21.9899835
543951;Vojčice;811;Trebišov;8;Košický;17896119;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Vojčice;SK042B543951;48.680876;21.72346413841773
543969;Vojka;811;Trebišov;8;Košický;8738084;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Vojka;SK042B543969;48.4551434;21.91478670160873
501999;Vojka nad Dunajom;201;Dunajská Streda;2;Trnavský;8211618;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Vojka nad Dunajom;SK0211501999;47.9748546;17.384027
543721;Vojkovce;810;Spišská Nová Ves;8;Košický;7509705;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Spišská Nová Ves;SK042A;Vojkovce;SK042A543721;48.9573484;20.87123445442359
