0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.769509745079436302e+09,7.039403077642269135e+09,3.236826678423698425e+09,1.003793389253672361e+09,0.000000000000000000e+00
6.646409291905851364e+09,5.484310473471717834e+09,2.837526857883659363e+09,1.062556170834734917e+09,0.000000000000000000e+00
7.272485282291358948e+09,5.661129860734608650e+09,2.993177288708522320e+09,9.690103580785143375e+08,0.000000000000000000e+00
6.647936673910044670e+09,5.669511555042432785e+09,3.113887646063409328e+09,9.869484724522147179e+08,0.000000000000000000e+00
6.581136536914595604e+09,6.599272947149683952e+09,2.852812408672144890e+09,1.043337576503269792e+09,0.000000000000000000e+00
6.799913772715147018e+09,6.786600579185787201e+09,3.019626895175309181e+09,1.038450001159822822e+09,0.000000000000000000e+00
6.722937607295442581e+09,5.770577916008855820e+09,3.179014873613415718e+09,1.142025056654318571e+09,0.000000000000000000e+00
7.289362756291148186e+09,5.408337856490009308e+09,3.232254897648037910e+09,1.087232814238624573e+09,0.000000000000000000e+00
6.217216693298660278e+09,4.838271710955699921e+09,2.775314178094712257e+09,9.075783403695178032e+08,0.000000000000000000e+00
6.649918300277888298e+09,4.651487738445438385e+09,2.846999476314393520e+09,1.057917623810104847e+09,0.000000000000000000e+00
7.261739243362159729e+09,5.741620926263902664e+09,3.119080998995937824e+09,1.081387104286776304e+09,0.000000000000000000e+00
6.669971677646547318e+09,5.136914366721961975e+09,3.273961329955933571e+09,1.108423469958871841e+09,0.000000000000000000e+00
7.092307865149728775e+09,5.576232877693600655e+09,3.109900494174970627e+09,1.033367340149283528e+09,0.000000000000000000e+00
7.200749402644680977e+09,5.430860687360385895e+09,2.946693350972998142e+09,9.992785410704882145e+08,0.000000000000000000e+00
6.722075621315628052e+09,7.145784449120218277e+09,2.814273650137819290e+09,9.964720786973282099e+08,0.000000000000000000e+00
6.945325819587622643e+09,7.383536815655725479e+09,3.323366619195210457e+09,1.041934908393602610e+09,0.000000000000000000e+00
7.107412217631299973e+09,6.684104186383113861e+09,2.942670200244209766e+09,9.828075371026431322e+08,0.000000000000000000e+00
