0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.108654513987925529e+09,5.398884106006743431e+09,2.949591787385160446e+09,1.089833497543552876e+09,0.000000000000000000e+00
5.826973885366027832e+09,4.645394543957580566e+09,2.793958089349861622e+09,9.970468265387851000e+08,0.000000000000000000e+00
6.210552281197855949e+09,5.632063970664690018e+09,2.746090394374497414e+09,1.019555939094268560e+09,0.000000000000000000e+00
6.156485089177037239e+09,5.136444414785943985e+09,2.895506275116033554e+09,9.930352694376939535e+08,0.000000000000000000e+00
5.951051021639027596e+09,6.072412865142321587e+09,2.788332320075024128e+09,1.029272857121599674e+09,0.000000000000000000e+00
6.013882288151058197e+09,6.653202306642602921e+09,2.795165404479424000e+09,1.003235228746680140e+09,0.000000000000000000e+00
5.976607926433121681e+09,4.632840455230124474e+09,3.007330116572853565e+09,1.007279214075124264e+09,0.000000000000000000e+00
5.668897315653640747e+09,5.285905567885871887e+09,2.988004191017970562e+09,9.630364410874811411e+08,0.000000000000000000e+00
5.496228193201082230e+09,4.699377520401258469e+09,2.624850772561306953e+09,9.190818365219907761e+08,0.000000000000000000e+00
6.205299549435169220e+09,4.601244572792542458e+09,2.636927232537515163e+09,1.047900151218885303e+09,0.000000000000000000e+00
5.870512653885087967e+09,4.996451352667971611e+09,3.132168243431295395e+09,1.065283053642882824e+09,0.000000000000000000e+00
5.504533194699940681e+09,4.560515448613073349e+09,2.618814963214634418e+09,1.000334481245872855e+09,0.000000000000000000e+00
5.847781174978357315e+09,4.862173056859827995e+09,2.947413228431725979e+09,1.018603522487262368e+09,0.000000000000000000e+00
6.139022664918005943e+09,5.213282069285776138e+09,2.881476538556404114e+09,1.046904410320902705e+09,0.000000000000000000e+00
6.122441582917566299e+09,5.533219169952857018e+09,2.498458515491930008e+09,9.918182186268149614e+08,0.000000000000000000e+00
6.122113831676069260e+09,6.476372068990204811e+09,2.847979872184113503e+09,1.001610164172194958e+09,0.000000000000000000e+00
5.714265909485813141e+09,5.049167151509559631e+09,2.886275340780589104e+09,1.026063166964608192e+09,0.000000000000000000e+00
6.143605807414136887e+09,5.734749674294013977e+09,2.735085423678968906e+09,9.943024689563462734e+08,0.000000000000000000e+00
5.855130621754928589e+09,4.858879243572723389e+09,2.820876523609631062e+09,1.001058227823961973e+09,0.000000000000000000e+00
5.289859137659097672e+09,4.600275703136206627e+09,2.590261981790815353e+09,9.034230729072391987e+08,0.000000000000000000e+00
6.164786927725477219e+09,5.984933153632889748e+09,2.741803055955276489e+09,9.581185620402555466e+08,0.000000000000000000e+00
6.346210754188261032e+09,5.081090999290126801e+09,2.792149445626987457e+09,9.843848276991652250e+08,0.000000000000000000e+00
5.931874372828802109e+09,4.584917738312490463e+09,2.729576854600227356e+09,9.442188471619325876e+08,0.000000000000000000e+00
6.114283004463052750e+09,4.712799657253639221e+09,2.867318101069981098e+09,1.007332895661594629e+09,0.000000000000000000e+00
6.090206466096370697e+09,6.171260808233545303e+09,3.028237412263903618e+09,9.730947224082689285e+08,0.000000000000000000e+00
5.498944819539386749e+09,4.691879464941893578e+09,2.711391385303602219e+09,9.325795146105260849e+08,0.000000000000000000e+00
5.752066415059876442e+09,5.031871614648101807e+09,2.958499508522579193e+09,9.847125547559734583e+08,0.000000000000000000e+00
6.020233686187498093e+09,5.124257375071709633e+09,2.791643839741885662e+09,1.016599519514708519e+09,0.000000000000000000e+00
5.718115059228652000e+09,5.501638705303056717e+09,2.647747570742189884e+09,9.516913834616024494e+08,0.000000000000000000e+00
5.939604463064586639e+09,5.988208048232763290e+09,2.677916880845161915e+09,8.785112417030020952e+08,0.000000000000000000e+00
6.105318779522408485e+09,5.354090373057630539e+09,2.838341528025297642e+09,1.023221716882106543e+09,0.000000000000000000e+00
6.259684891923944473e+09,4.607656002945603371e+09,2.992356411586142540e+09,1.080644945508343458e+09,0.000000000000000000e+00
6.054110625920173645e+09,4.563385723915320396e+09,2.677679721500882626e+09,9.506284694510818720e+08,0.000000000000000000e+00
6.175052866073986053e+09,4.935037111379417419e+09,2.593482576730808735e+09,9.504558028273041248e+08,0.000000000000000000e+00
5.878621915899991989e+09,4.540988685641641617e+09,2.649837290452483177e+09,9.378417733470597267e+08,0.000000000000000000e+00
5.617822572353368759e+09,5.700337265954420090e+09,3.060086580181185246e+09,1.116587230393411398e+09,0.000000000000000000e+00
5.931062302913809776e+09,6.432974907341253281e+09,2.815107794851307392e+09,1.004118802661382079e+09,0.000000000000000000e+00
6.239588759030936241e+09,5.239752707664280891e+09,2.832141702698495388e+09,1.060926468323016644e+09,0.000000000000000000e+00
5.962478594213077545e+09,4.693622281478322983e+09,2.928695680758469105e+09,9.545793054584994316e+08,0.000000000000000000e+00
6.329434670345867157e+09,6.590033971702564240e+09,2.770951604744808197e+09,9.948655197921192646e+08,0.000000000000000000e+00
5.834006176060831070e+09,4.898366402617794037e+09,2.779189716382902145e+09,1.029200326462770462e+09,0.000000000000000000e+00
