0.000000000000000000e+00,0.000000000000000000e+00
1.382012932264504433e+08,0.000000000000000000e+00
1.687031638519915640e+08,0.000000000000000000e+00
1.758682474302367866e+08,0.000000000000000000e+00
1.350297913456072509e+08,0.000000000000000000e+00
1.476187429341115057e+08,0.000000000000000000e+00
1.512053464427222610e+08,0.000000000000000000e+00
1.539818648828107715e+08,0.000000000000000000e+00
1.655920131661628783e+08,0.000000000000000000e+00
1.549419643469425440e+08,0.000000000000000000e+00
1.499991146434971392e+08,0.000000000000000000e+00
1.592385160560092032e+08,0.000000000000000000e+00
1.761859719226969481e+08,0.000000000000000000e+00
1.605101073885707855e+08,0.000000000000000000e+00
1.379530975946247578e+08,0.000000000000000000e+00
1.314301780304479748e+08,0.000000000000000000e+00
1.907086806561270356e+08,0.000000000000000000e+00
1.826780764464741051e+08,0.000000000000000000e+00
1.869512272705563903e+08,0.000000000000000000e+00
1.739501536496830881e+08,0.000000000000000000e+00
1.805926160500030518e+08,0.000000000000000000e+00
1.442743412273762524e+08,0.000000000000000000e+00
1.617262438083396256e+08,0.000000000000000000e+00
1.678212057123963535e+08,0.000000000000000000e+00
1.530685942863072753e+08,0.000000000000000000e+00
1.455540310119170249e+08,0.000000000000000000e+00
1.728446614212905169e+08,0.000000000000000000e+00
1.379570034508685470e+08,0.000000000000000000e+00
1.336292725875510126e+08,0.000000000000000000e+00
1.537046010990143716e+08,0.000000000000000000e+00
1.353478256140728593e+08,0.000000000000000000e+00
1.188988438297920227e+08,0.000000000000000000e+00
1.510781520959750414e+08,0.000000000000000000e+00
1.553344716385750771e+08,0.000000000000000000e+00
1.596481172070478499e+08,0.000000000000000000e+00
1.710571426658273637e+08,0.000000000000000000e+00
1.598827098396412134e+08,0.000000000000000000e+00
1.616379748858745992e+08,0.000000000000000000e+00
1.533743751908458471e+08,0.000000000000000000e+00
1.507883664874894321e+08,0.000000000000000000e+00
1.709422164353307188e+08,0.000000000000000000e+00
1.593808623891937137e+08,0.000000000000000000e+00
1.627332857988890707e+08,0.000000000000000000e+00
1.627469784674003124e+08,0.000000000000000000e+00
1.449280869521211386e+08,0.000000000000000000e+00
1.667247321074402928e+08,0.000000000000000000e+00
1.306410446243680120e+08,0.000000000000000000e+00
1.548158599387059808e+08,0.000000000000000000e+00
1.359245110303315222e+08,0.000000000000000000e+00
1.578441358378423750e+08,0.000000000000000000e+00
1.357490574318578243e+08,0.000000000000000000e+00
