0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.378285201050882947e+01,9.694612453882214709e+00,6.251482531816452415e+00,0.000000000000000000e+00
1.390218084831354339e+01,9.950775967249928300e+00,6.186586258753780321e+00,0.000000000000000000e+00
1.396364889815722243e+01,9.421400989350219746e+00,5.960360582482977954e+00,0.000000000000000000e+00
1.404711391086112648e+01,9.409175271162936838e+00,5.988321840717441447e+00,0.000000000000000000e+00
1.393699525389468974e+01,9.927770208530061424e+00,6.073339779035724639e+00,0.000000000000000000e+00
1.373135892296620675e+01,9.873553294429008531e+00,6.363995634187848083e+00,0.000000000000000000e+00
1.400287326018803924e+01,9.533786031870265631e+00,6.322189979828446660e+00,0.000000000000000000e+00
1.354382448014186124e+01,9.881270581797755526e+00,6.175733870913452606e+00,0.000000000000000000e+00
1.422864113043628720e+01,9.974838017881387131e+00,6.076667473798421426e+00,0.000000000000000000e+00
1.410696709059950038e+01,1.005292419527573244e+01,5.942370391669316909e+00,0.000000000000000000e+00
1.322836498306174846e+01,9.390517380858321772e+00,6.219794607980136725e+00,0.000000000000000000e+00
1.371869083772005915e+01,9.903557973120989288e+00,6.335178823364739031e+00,0.000000000000000000e+00
1.380868101987590890e+01,9.613580902661759353e+00,6.021404886562060632e+00,0.000000000000000000e+00
1.413405881569497069e+01,9.903085204591242530e+00,6.242993546543507577e+00,0.000000000000000000e+00
1.337806309359791435e+01,9.702540065215822906e+00,5.975271080857815775e+00,0.000000000000000000e+00
1.388074219071134863e+01,9.464728558159499983e+00,6.059244227034922048e+00,0.000000000000000000e+00
1.389918862750161210e+01,1.001629684500788642e+01,6.363806230885675319e+00,0.000000000000000000e+00
1.366439371747631348e+01,9.487778284687424346e+00,5.971857271929968292e+00,0.000000000000000000e+00
1.379087824556731867e+01,1.004089254461525016e+01,6.327615362052486425e+00,0.000000000000000000e+00
1.362555227913279765e+01,9.384293338335840673e+00,5.755543296372984230e+00,0.000000000000000000e+00
1.417765008899161039e+01,9.826240972215645186e+00,5.940593060799194802e+00,0.000000000000000000e+00
1.321705742576762255e+01,9.209724218333651180e+00,5.885257777625250597e+00,0.000000000000000000e+00
1.365366813659457179e+01,9.625261356717517813e+00,5.906784864100390386e+00,0.000000000000000000e+00
1.329674746057308177e+01,9.316087712564200984e+00,6.103732650241203928e+00,0.000000000000000000e+00
1.342079638554023724e+01,8.971993914568624717e+00,5.646946156097815361e+00,0.000000000000000000e+00
