0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.159088887735956064e+01,2.725286529423946291e+01,1.210732819278026007e+01,0.000000000000000000e+00
6.071811347457398256e+01,2.486045255870138959e+01,1.193489195841267225e+01,0.000000000000000000e+00
6.277206022100617133e+01,2.757590274336805791e+01,1.243186173103046421e+01,0.000000000000000000e+00
6.308134071060163706e+01,2.681254337242202368e+01,1.187136880736783873e+01,0.000000000000000000e+00
6.049809698851065320e+01,2.466777007999537119e+01,1.141469771348927154e+01,0.000000000000000000e+00
5.921177871012720573e+01,2.492612688144139810e+01,9.925588770135579608e+00,0.000000000000000000e+00
6.104637355600781490e+01,2.454972922313168837e+01,1.057764539796853498e+01,0.000000000000000000e+00
6.513853847212851633e+01,2.725319773796152134e+01,1.134626099750634154e+01,0.000000000000000000e+00
5.941717728717347313e+01,2.483236782815426835e+01,1.048374954325199404e+01,0.000000000000000000e+00
6.273885862263907853e+01,2.605889521162691835e+01,1.077681903647184214e+01,0.000000000000000000e+00
6.158256763331782224e+01,2.623501943694845195e+01,1.199583116369883840e+01,0.000000000000000000e+00
6.082674229360938511e+01,2.486304603968073224e+01,1.135680978929375939e+01,0.000000000000000000e+00
6.394999769597626482e+01,2.758629983761619542e+01,1.198309176014040744e+01,0.000000000000000000e+00
5.877474418316456450e+01,2.459334208232927210e+01,1.081381659361879777e+01,0.000000000000000000e+00
6.192906676372744812e+01,2.660721637790905447e+01,1.200888160450841013e+01,0.000000000000000000e+00
6.137166480833496962e+01,2.540058117568159446e+01,1.100058381302915578e+01,0.000000000000000000e+00
5.810858421119053929e+01,2.550317805135919258e+01,1.062117184389749802e+01,0.000000000000000000e+00
6.198935092349890397e+01,2.552742825419394990e+01,1.158082292925692336e+01,0.000000000000000000e+00
6.186309582991747646e+01,2.589983116965008492e+01,1.191225055748300932e+01,0.000000000000000000e+00
6.107041701227043262e+01,2.432038402347345851e+01,1.196518287615936238e+01,0.000000000000000000e+00
6.355974695897843674e+01,2.722690015393587970e+01,1.152626218753565190e+01,0.000000000000000000e+00
6.131644188865591616e+01,2.562067668098069717e+01,1.084156257511399879e+01,0.000000000000000000e+00
6.236990409393413870e+01,2.701128778414311427e+01,1.120044634391039473e+01,0.000000000000000000e+00
6.169211861296727051e+01,2.485837987274064531e+01,1.166309508104146353e+01,0.000000000000000000e+00
6.005675845044676464e+01,2.467881537588430518e+01,1.119496060188333075e+01,0.000000000000000000e+00
