0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.981180408607959009e+01,3.478503040958081272e+01,1.792284218570259924e+01,0.000000000000000000e+00
6.748124438456096641e+01,3.299231572700563220e+01,1.737352682463613363e+01,0.000000000000000000e+00
6.876882501732197284e+01,3.446136608704735238e+01,1.855123048515068618e+01,0.000000000000000000e+00
6.710240708915588925e+01,3.336614832157571442e+01,1.672810930077383773e+01,0.000000000000000000e+00
6.870567242777286765e+01,3.498234180553124872e+01,1.825580726479851279e+01,0.000000000000000000e+00
7.018967235883813771e+01,3.503112523783430277e+01,1.737996511445147618e+01,0.000000000000000000e+00
6.734246078664901347e+01,3.199040584087325456e+01,1.592030850275847520e+01,0.000000000000000000e+00
6.652694385746383432e+01,3.210747785160024392e+01,1.723029191076704691e+01,0.000000000000000000e+00
6.753984995889678089e+01,3.565124023160659306e+01,1.725270926987944620e+01,0.000000000000000000e+00
6.702390023478145054e+01,3.406966010622034702e+01,1.735268915849069771e+01,0.000000000000000000e+00
7.008207230231550966e+01,3.427360828019328665e+01,1.733777582093796710e+01,0.000000000000000000e+00
6.743826852626784785e+01,3.341378715551248746e+01,1.747344777725366782e+01,0.000000000000000000e+00
6.688024273538854914e+01,3.417932688720348011e+01,1.755952791704561378e+01,0.000000000000000000e+00
6.927324447032646049e+01,3.361783309096847461e+01,1.769878566976937151e+01,0.000000000000000000e+00
6.845268452215034927e+01,3.324043289000565693e+01,1.779519244055310523e+01,0.000000000000000000e+00
6.765475181606089450e+01,3.385960821481130267e+01,1.711919325111118084e+01,0.000000000000000000e+00
7.387123833415338936e+01,3.644297879615043456e+01,1.809983530633813942e+01,0.000000000000000000e+00
6.728556212174061102e+01,3.383459041121563615e+01,1.840944079043206827e+01,0.000000000000000000e+00
7.130186558172192690e+01,3.406947001874225123e+01,1.805552819247290941e+01,0.000000000000000000e+00
6.629303256245407283e+01,3.303218895119916709e+01,1.676505876745019208e+01,0.000000000000000000e+00
6.579707057267273740e+01,3.263996887944247050e+01,1.729070085015514380e+01,0.000000000000000000e+00
6.981492897135061071e+01,3.494620341996511570e+01,1.725150443131688149e+01,0.000000000000000000e+00
7.076978940693615527e+01,3.507362803093717218e+01,1.850640090981608665e+01,0.000000000000000000e+00
7.048479569104881648e+01,3.440580573422671762e+01,1.772730440134752783e+01,0.000000000000000000e+00
6.827741091924815464e+01,3.444576966274917851e+01,1.839278734846156738e+01,0.000000000000000000e+00
