0.000000000000000000e+00,0.000000000000000000e+00
3.025883304064749241e+09,0.000000000000000000e+00
3.163025924421677589e+09,0.000000000000000000e+00
3.287143668562681198e+09,0.000000000000000000e+00
3.159220318350016594e+09,0.000000000000000000e+00
2.863069447562809944e+09,0.000000000000000000e+00
2.864328281194981098e+09,0.000000000000000000e+00
3.134896636900969982e+09,0.000000000000000000e+00
2.746473186042759418e+09,0.000000000000000000e+00
3.012446086181613922e+09,0.000000000000000000e+00
3.301100013917440414e+09,0.000000000000000000e+00
2.541652803324207783e+09,0.000000000000000000e+00
3.007916537037364483e+09,0.000000000000000000e+00
3.269998890085808277e+09,0.000000000000000000e+00
3.001539804766577244e+09,0.000000000000000000e+00
3.067270309852397442e+09,0.000000000000000000e+00
3.209103762277835369e+09,0.000000000000000000e+00
3.212808302856067657e+09,0.000000000000000000e+00
3.085041107386846066e+09,0.000000000000000000e+00
2.811557868826970100e+09,0.000000000000000000e+00
2.797803940592695713e+09,0.000000000000000000e+00
3.175461751996657372e+09,0.000000000000000000e+00
3.292889547415108681e+09,0.000000000000000000e+00
2.840617623467199326e+09,0.000000000000000000e+00
3.346280055828940868e+09,0.000000000000000000e+00
3.016934213019219398e+09,0.000000000000000000e+00
3.065243360059024334e+09,0.000000000000000000e+00
2.967153334670359135e+09,0.000000000000000000e+00
3.083963999263010979e+09,0.000000000000000000e+00
3.221309266465271473e+09,0.000000000000000000e+00
3.085518263403402328e+09,0.000000000000000000e+00
2.973466912872838020e+09,0.000000000000000000e+00
2.913550257454712868e+09,0.000000000000000000e+00
3.209019131080711365e+09,0.000000000000000000e+00
3.160054192567076683e+09,0.000000000000000000e+00
3.203452012275336742e+09,0.000000000000000000e+00
3.415617903366781235e+09,0.000000000000000000e+00
3.180399440149146557e+09,0.000000000000000000e+00
3.002227238611604691e+09,0.000000000000000000e+00
2.911353472725836754e+09,0.000000000000000000e+00
2.842322461393958569e+09,0.000000000000000000e+00
2.952466272342905045e+09,0.000000000000000000e+00
3.174793642110201836e+09,0.000000000000000000e+00
3.128818495200134754e+09,0.000000000000000000e+00
2.817045018261378288e+09,0.000000000000000000e+00
2.985186766136200905e+09,0.000000000000000000e+00
3.072222315942450047e+09,0.000000000000000000e+00
2.933426381321970940e+09,0.000000000000000000e+00
3.470054502079376221e+09,0.000000000000000000e+00
3.408948536965923309e+09,0.000000000000000000e+00
3.266426696448711395e+09,0.000000000000000000e+00
